"","id","play","p1Cards"
"3950",12,441,4
"3951",12,442,5
"3952",12,443,6
"3953",12,444,7
"3954",12,445,6
"3955",12,446,7
"3956",12,447,6
"3957",12,448,7
"3958",12,449,8
"3959",12,450,7
"3960",12,451,6
"3961",12,452,1
"3962",12,453,0
"3963",13,1,26
"3964",13,2,25
"3965",13,3,26
"3966",13,4,27
"3967",13,5,26
"3968",13,6,27
"3969",13,7,26
"3970",13,8,27
"3971",13,9,28
"3972",13,10,29
"3973",13,11,28
"3974",13,12,27
"3975",13,13,26
"3976",13,14,27
"3977",13,15,28
"3978",13,16,27
"3979",13,17,32
"3980",13,18,33
"3981",13,19,32
"3982",13,20,31
"3983",13,21,30
"3984",13,22,29
"3985",13,23,30
"3986",13,24,29
"3987",13,25,30
"3988",13,26,29
"3989",13,27,28
"3990",13,28,33
"3991",13,29,28
"3992",13,30,27
"3993",13,31,28
"3994",13,32,27
"3995",13,33,28
"3996",13,34,27
"3997",13,35,28
"3998",13,36,29
"3999",13,37,30
"4000",13,38,31
"4001",13,39,32
"4002",13,40,33
"4003",13,41,34
"4004",13,42,33
"4005",13,43,34
"4006",13,44,33
"4007",13,45,34
"4008",13,46,35
"4009",13,47,34
"4010",13,48,35
"4011",13,49,36
"4012",13,50,37
"4013",13,51,36
"4014",13,52,35
"4015",13,53,34
"4016",13,54,33
"4017",13,55,34
"4018",13,56,33
"4019",13,57,38
"4020",13,58,37
"4021",13,59,38
"4022",13,60,37
"4023",13,61,38
"4024",13,62,39
"4025",13,63,40
"4026",13,64,41
"4027",13,65,40
"4028",13,66,41
"4029",13,67,40
"4030",13,68,39
"4031",13,69,40
"4032",13,70,45
"4033",13,71,46
"4034",13,72,47
"4035",13,73,52
"4036",14,1,26
"4037",14,2,25
"4038",14,3,24
"4039",14,4,25
"4040",14,5,26
"4041",14,6,25
"4042",14,7,26
"4043",14,8,25
"4044",14,9,24
"4045",14,10,25
"4046",14,11,26
"4047",14,12,27
"4048",14,13,26
"4049",14,14,25
"4050",14,15,26
"4051",14,16,13
"4052",14,17,14
"4053",14,18,15
"4054",14,19,16
"4055",14,20,17
"4056",14,21,16
"4057",14,22,15
"4058",14,23,14
"4059",14,24,13
"4060",14,25,12
"4061",14,26,13
"4062",14,27,14
"4063",14,28,13
"4064",14,29,12
"4065",14,30,7
"4066",14,31,8
"4067",14,32,7
"4068",14,33,6
"4069",14,34,5
"4070",14,35,4
"4071",14,36,3
"4072",14,37,4
"4073",14,38,5
"4074",14,39,4
"4075",14,40,5
"4076",14,41,6
"4077",14,42,5
"4078",14,43,6
"4079",14,44,7
"4080",14,45,6
"4081",14,46,7
"4082",14,47,8
"4083",14,48,13
"4084",14,49,14
"4085",14,50,13
"4086",14,51,12
"4087",14,52,13
"4088",14,53,12
"4089",14,54,11
"4090",14,55,12
"4091",14,56,11
"4092",14,57,12
"4093",14,58,13
"4094",14,59,14
"4095",14,60,13
"4096",14,61,12
"4097",14,62,13
"4098",14,63,12
"4099",14,64,11
"4100",14,65,10
"4101",14,66,11
"4102",14,67,12
"4103",14,68,13
"4104",14,69,14
"4105",14,70,15
"4106",14,71,16
"4107",14,72,17
"4108",14,73,16
"4109",14,74,15
"4110",14,75,14
"4111",14,76,15
"4112",14,77,14
"4113",14,78,13
"4114",14,79,14
"4115",14,80,13
"4116",14,81,12
"4117",14,82,11
"4118",14,83,10
"4119",14,84,11
"4120",14,85,10
"4121",14,86,11
"4122",14,87,10
"4123",14,88,9
"4124",14,89,10
"4125",14,90,9
"4126",14,91,0
"4127",15,1,26
"4128",15,2,27
"4129",15,3,28
"4130",15,4,27
"4131",15,5,28
"4132",15,6,27
"4133",15,7,26
"4134",15,8,25
"4135",15,9,24
"4136",15,10,23
"4137",15,11,24
"4138",15,12,25
"4139",15,13,24
"4140",15,14,25
"4141",15,15,26
"4142",15,16,25
"4143",15,17,26
"4144",15,18,27
"4145",15,19,28
"4146",15,20,29
"4147",15,21,30
"4148",15,22,29
"4149",15,23,28
"4150",15,24,29
"4151",15,25,28
"4152",15,26,29
"4153",15,27,30
"4154",15,28,29
"4155",15,29,28
"4156",15,30,29
"4157",15,31,28
"4158",15,32,29
"4159",15,33,28
"4160",15,34,29
"4161",15,35,28
"4162",15,36,27
"4163",15,37,26
"4164",15,38,25
"4165",15,39,24
"4166",15,40,25
"4167",15,41,24
"4168",15,42,23
"4169",15,43,28
"4170",15,44,27
"4171",15,45,28
"4172",15,46,27
"4173",15,47,26
"4174",15,48,25
"4175",15,49,26
"4176",15,50,25
"4177",15,51,26
"4178",15,52,25
"4179",15,53,26
"4180",15,54,25
"4181",15,55,26
"4182",15,56,27
"4183",15,57,26
"4184",15,58,25
"4185",15,59,26
"4186",15,60,27
"4187",15,61,26
"4188",15,62,25
"4189",15,63,26
"4190",15,64,27
"4191",15,65,26
"4192",15,66,25
"4193",15,67,24
"4194",15,68,23
"4195",15,69,22
"4196",15,70,21
"4197",15,71,22
"4198",15,72,21
"4199",15,73,22
"4200",15,74,23
"4201",15,75,22
"4202",15,76,23
"4203",15,77,22
"4204",15,78,21
"4205",15,79,20
"4206",15,80,19
"4207",15,81,18
"4208",15,82,17
"4209",15,83,16
"4210",15,84,15
"4211",15,85,14
"4212",15,86,13
"4213",15,87,12
"4214",15,88,13
"4215",15,89,12
"4216",15,90,11
"4217",15,91,12
"4218",15,92,13
"4219",15,93,12
"4220",15,94,13
"4221",15,95,12
"4222",15,96,13
"4223",15,97,14
"4224",15,98,15
"4225",15,99,14
"4226",15,100,15
"4227",15,101,14
"4228",15,102,19
"4229",15,103,18
"4230",15,104,19
"4231",15,105,18
"4232",15,106,19
"4233",15,107,18
"4234",15,108,19
"4235",15,109,20
"4236",15,110,15
"4237",15,111,16
"4238",15,112,21
"4239",15,113,22
"4240",15,114,21
"4241",15,115,20
"4242",15,116,21
"4243",15,117,16
"4244",15,118,21
"4245",15,119,22
"4246",15,120,21
"4247",15,121,22
"4248",15,122,21
"4249",15,123,22
"4250",15,124,21
"4251",15,125,22
"4252",15,126,17
"4253",15,127,18
"4254",15,128,17
"4255",15,129,16
"4256",15,130,17
"4257",15,131,16
"4258",15,132,15
"4259",15,133,14
"4260",15,134,13
"4261",15,135,14
"4262",15,136,15
"4263",15,137,14
"4264",15,138,15
"4265",15,139,10
"4266",15,140,9
"4267",15,141,8
"4268",15,142,9
"4269",15,143,10
"4270",15,144,9
"4271",15,145,10
"4272",15,146,11
"4273",15,147,10
"4274",15,148,9
"4275",15,149,10
"4276",15,150,9
"4277",15,151,8
"4278",15,152,7
"4279",15,153,6
"4280",15,154,7
"4281",15,155,6
"4282",15,156,5
"4283",15,157,4
"4284",15,158,5
"4285",15,159,4
"4286",15,160,5
"4287",15,161,6
"4288",15,162,7
"4289",15,163,2
"4290",15,164,1
"4291",15,165,0
"4292",16,1,26
"4293",16,2,25
"4294",16,3,26
"4295",16,4,27
"4296",16,5,26
"4297",16,6,27
"4298",16,7,28
"4299",16,8,29
"4300",16,9,28
"4301",16,10,29
"4302",16,11,30
"4303",16,12,31
"4304",16,13,30
"4305",16,14,29
"4306",16,15,28
"4307",16,16,29
"4308",16,17,30
"4309",16,18,25
"4310",16,19,24
"4311",16,20,23
"4312",16,21,22
"4313",16,22,21
"4314",16,23,20
"4315",16,24,21
"4316",16,25,22
"4317",16,26,23
"4318",16,27,24
"4319",16,28,25
"4320",16,29,26
"4321",16,30,25
"4322",16,31,24
"4323",16,32,25
"4324",16,33,24
"4325",16,34,23
"4326",16,35,24
"4327",16,36,25
"4328",16,37,26
"4329",16,38,27
"4330",16,39,28
"4331",16,40,29
"4332",16,41,28
"4333",16,42,29
"4334",16,43,28
"4335",16,44,29
"4336",16,45,28
"4337",16,46,33
"4338",16,47,32
"4339",16,48,31
"4340",16,49,32
"4341",16,50,31
"4342",16,51,32
"4343",16,52,31
"4344",16,53,32
"4345",16,54,31
"4346",16,55,30
"4347",16,56,31
"4348",16,57,30
"4349",16,58,29
"4350",16,59,28
"4351",16,60,29
"4352",16,61,34
"4353",16,62,35
"4354",16,63,34
"4355",16,64,39
"4356",16,65,44
"4357",16,66,43
"4358",16,67,44
"4359",16,68,43
"4360",16,69,44
"4361",16,70,45
"4362",16,71,46
"4363",16,72,47
"4364",16,73,48
"4365",16,74,47
"4366",16,75,42
"4367",16,76,43
"4368",16,77,42
"4369",16,78,43
"4370",16,79,42
"4371",16,80,41
"4372",16,81,46
"4373",16,82,47
"4374",16,83,48
"4375",16,84,47
"4376",16,85,46
"4377",16,86,45
"4378",16,87,46
"4379",16,88,47
"4380",16,89,48
"4381",16,90,47
"4382",16,91,48
"4383",16,92,49
"4384",16,93,48
"4385",16,94,47
"4386",16,95,48
"4387",16,96,47
"4388",16,97,46
"4389",16,98,45
"4390",16,99,46
"4391",16,100,45
"4392",16,101,46
"4393",16,102,45
"4394",16,103,44
"4395",16,104,43
"4396",16,105,42
"4397",16,106,41
"4398",16,107,42
"4399",16,108,41
"4400",16,109,42
"4401",16,110,43
"4402",16,111,42
"4403",16,112,37
"4404",16,113,42
"4405",16,114,43
"4406",16,115,42
"4407",16,116,43
"4408",16,117,42
"4409",16,118,41
"4410",16,119,40
"4411",16,120,41
"4412",16,121,40
"4413",16,122,41
"4414",16,123,40
"4415",16,124,41
"4416",16,125,42
"4417",16,126,43
"4418",16,127,44
"4419",16,128,43
"4420",16,129,42
"4421",16,130,41
"4422",16,131,40
"4423",16,132,41
"4424",16,133,42
"4425",16,134,41
"4426",16,135,42
"4427",16,136,41
"4428",16,137,40
"4429",16,138,41
"4430",16,139,42
"4431",16,140,43
"4432",16,141,44
"4433",16,142,43
"4434",16,143,44
"4435",16,144,45
"4436",16,145,46
"4437",16,146,47
"4438",16,147,48
"4439",16,148,47
"4440",16,149,46
"4441",16,150,45
"4442",16,151,44
"4443",16,152,43
"4444",16,153,44
"4445",16,154,45
"4446",16,155,46
"4447",16,156,45
"4448",16,157,46
"4449",16,158,45
"4450",16,159,44
"4451",16,160,45
"4452",16,161,44
"4453",16,162,45
"4454",16,163,46
"4455",16,164,47
"4456",16,165,46
"4457",16,166,47
"4458",16,167,42
"4459",16,168,41
"4460",16,169,40
"4461",16,170,41
"4462",16,171,42
"4463",16,172,41
"4464",16,173,42
"4465",16,174,43
"4466",16,175,42
"4467",16,176,43
"4468",16,177,42
"4469",16,178,43
"4470",16,179,42
"4471",16,180,43
"4472",16,181,44
"4473",16,182,45
"4474",16,183,50
"4475",16,184,49
"4476",16,185,50
"4477",16,186,51
"4478",16,187,50
"4479",16,188,51
"4480",16,189,50
"4481",16,190,49
"4482",16,191,48
"4483",16,192,47
"4484",16,193,48
"4485",16,194,49
"4486",16,195,48
"4487",16,196,47
"4488",16,197,52
"4489",17,1,26
"4490",17,2,27
"4491",17,3,28
"4492",17,4,29
"4493",17,5,30
"4494",17,6,31
"4495",17,7,30
"4496",17,8,31
"4497",17,9,32
"4498",17,10,31
"4499",17,11,30
"4500",17,12,31
"4501",17,13,32
"4502",17,14,31
"4503",17,15,30
"4504",17,16,29
"4505",17,17,28
"4506",17,18,29
"4507",17,19,30
"4508",17,20,31
"4509",17,21,32
"4510",17,22,31
"4511",17,23,30
"4512",17,24,31
"4513",17,25,30
"4514",17,26,29
"4515",17,27,30
"4516",17,28,31
"4517",17,29,32
"4518",17,30,33
"4519",17,31,34
"4520",17,32,35
"4521",17,33,34
"4522",17,34,33
"4523",17,35,32
"4524",17,36,33
"4525",17,37,34
"4526",17,38,35
"4527",17,39,36
"4528",17,40,35
"4529",17,41,36
"4530",17,42,35
"4531",17,43,34
"4532",17,44,33
"4533",17,45,32
"4534",17,46,33
"4535",17,47,32
"4536",17,48,33
"4537",17,49,32
"4538",17,50,33
"4539",17,51,34
"4540",17,52,35
"4541",17,53,34
"4542",17,54,35
"4543",17,55,36
"4544",17,56,35
"4545",17,57,36
"4546",17,58,35
"4547",17,59,34
"4548",17,60,33
"4549",17,61,34
"4550",17,62,35
"4551",17,63,34
"4552",17,64,35
"4553",17,65,36
"4554",17,66,37
"4555",17,67,38
"4556",17,68,39
"4557",17,69,40
"4558",17,70,41
"4559",17,71,40
"4560",17,72,41
"4561",17,73,40
"4562",17,74,39
"4563",17,75,38
"4564",17,76,39
"4565",17,77,40
"4566",17,78,39
"4567",17,79,34
"4568",17,80,35
"4569",17,81,34
"4570",17,82,33
"4571",17,83,32
"4572",17,84,31
"4573",17,85,30
"4574",17,86,29
"4575",17,87,30
"4576",17,88,31
"4577",17,89,30
"4578",17,90,21
"4579",17,91,22
"4580",17,92,23
"4581",17,93,22
"4582",17,94,21
"4583",17,95,22
"4584",17,96,21
"4585",17,97,22
"4586",17,98,21
"4587",17,99,20
"4588",17,100,21
"4589",17,101,20
"4590",17,102,19
"4591",17,103,18
"4592",17,104,17
"4593",17,105,16
"4594",17,106,15
"4595",17,107,16
"4596",17,108,17
"4597",17,109,18
"4598",17,110,17
"4599",17,111,16
"4600",17,112,17
"4601",17,113,18
"4602",17,114,17
"4603",17,115,16
"4604",17,116,15
"4605",17,117,16
"4606",17,118,15
"4607",17,119,16
"4608",17,120,15
"4609",17,121,14
"4610",17,122,13
"4611",17,123,14
"4612",17,124,15
"4613",17,125,16
"4614",17,126,15
"4615",17,127,16
"4616",17,128,15
"4617",17,129,16
"4618",17,130,15
"4619",17,131,14
"4620",17,132,15
"4621",17,133,16
"4622",17,134,15
"4623",17,135,16
"4624",17,136,17
"4625",17,137,16
"4626",17,138,15
"4627",17,139,16
"4628",17,140,15
"4629",17,141,16
"4630",17,142,17
"4631",17,143,18
"4632",17,144,17
"4633",17,145,16
"4634",17,146,17
"4635",17,147,16
"4636",17,148,17
"4637",17,149,18
"4638",17,150,17
"4639",17,151,18
"4640",17,152,19
"4641",17,153,20
"4642",17,154,21
"4643",17,155,22
"4644",17,156,23
"4645",17,157,24
"4646",17,158,25
"4647",17,159,26
"4648",17,160,25
"4649",17,161,24
"4650",17,162,25
"4651",17,163,26
"4652",17,164,25
"4653",17,165,24
"4654",17,166,25
"4655",17,167,30
"4656",17,168,31
"4657",17,169,32
"4658",17,170,33
"4659",17,171,34
"4660",17,172,35
"4661",17,173,34
"4662",17,174,33
"4663",17,175,32
"4664",17,176,33
"4665",17,177,38
"4666",17,178,37
"4667",17,179,36
"4668",17,180,35
"4669",17,181,36
"4670",17,182,37
"4671",17,183,32
"4672",17,184,37
"4673",17,185,36
"4674",17,186,27
"4675",17,187,22
"4676",17,188,23
"4677",17,189,24
"4678",17,190,19
"4679",17,191,20
"4680",17,192,19
"4681",17,193,20
"4682",17,194,19
"4683",17,195,18
"4684",17,196,17
"4685",17,197,16
"4686",17,198,15
"4687",17,199,14
"4688",17,200,15
"4689",17,201,14
"4690",17,202,15
"4691",17,203,16
"4692",17,204,15
"4693",17,205,14
"4694",17,206,13
"4695",17,207,14
"4696",17,208,13
"4697",17,209,12
"4698",17,210,11
"4699",17,211,12
"4700",17,212,3
"4701",17,213,4
"4702",17,214,5
"4703",17,215,6
"4704",17,216,5
"4705",17,217,6
"4706",17,218,7
"4707",17,219,6
"4708",17,220,5
"4709",17,221,4
"4710",17,222,3
"4711",17,223,2
"4712",17,224,1
"4713",17,225,0
"4714",18,1,26
"4715",18,2,25
"4716",18,3,20
"4717",18,4,21
"4718",18,5,22
"4719",18,6,21
"4720",18,7,22
"4721",18,8,23
"4722",18,9,24
"4723",18,10,25
"4724",18,11,26
"4725",18,12,27
"4726",18,13,26
"4727",18,14,25
"4728",18,15,24
"4729",18,16,23
"4730",18,17,24
"4731",18,18,25
"4732",18,19,26
"4733",18,20,27
"4734",18,21,26
"4735",18,22,21
"4736",18,23,20
"4737",18,24,21
"4738",18,25,22
"4739",18,26,23
"4740",18,27,22
"4741",18,28,21
"4742",18,29,20
"4743",18,30,19
"4744",18,31,18
"4745",18,32,19
"4746",18,33,20
"4747",18,34,21
"4748",18,35,20
"4749",18,36,21
"4750",18,37,22
"4751",18,38,23
"4752",18,39,24
"4753",18,40,23
"4754",18,41,22
"4755",18,42,21
"4756",18,43,22
"4757",18,44,23
"4758",18,45,18
"4759",18,46,19
"4760",18,47,18
"4761",18,48,19
"4762",18,49,20
"4763",18,50,21
"4764",18,51,22
"4765",18,52,21
"4766",18,53,22
"4767",18,54,21
"4768",18,55,22
"4769",18,56,23
"4770",18,57,22
"4771",18,58,23
"4772",18,59,22
"4773",18,60,21
"4774",18,61,20
"4775",18,62,21
"4776",18,63,22
"4777",18,64,23
"4778",18,65,22
"4779",18,66,21
"4780",18,67,20
"4781",18,68,21
"4782",18,69,22
"4783",18,70,23
"4784",18,71,24
"4785",18,72,23
"4786",18,73,18
"4787",18,74,19
"4788",18,75,14
"4789",18,76,9
"4790",18,77,10
"4791",18,78,11
"4792",18,79,12
"4793",18,80,11
"4794",18,81,10
"4795",18,82,9
"4796",18,83,10
"4797",18,84,11
"4798",18,85,10
"4799",18,86,9
"4800",18,87,10
"4801",18,88,11
"4802",18,89,12
"4803",18,90,11
"4804",18,91,10
"4805",18,92,9
"4806",18,93,8
"4807",18,94,9
"4808",18,95,8
"4809",18,96,13
"4810",18,97,12
"4811",18,98,11
"4812",18,99,12
"4813",18,100,11
"4814",18,101,10
"4815",18,102,9
"4816",18,103,8
"4817",18,104,7
"4818",18,105,6
"4819",18,106,5
"4820",18,107,4
"4821",18,108,5
"4822",18,109,6
"4823",18,110,5
"4824",18,111,6
"4825",18,112,7
"4826",18,113,6
"4827",18,114,7
"4828",18,115,8
"4829",18,116,7
"4830",18,117,6
"4831",18,118,7
"4832",18,119,6
"4833",18,120,1
"4834",18,121,2
"4835",18,122,3
"4836",18,123,4
"4837",18,124,5
"4838",18,125,4
"4839",18,126,5
"4840",18,127,4
"4841",18,128,3
"4842",18,129,2
"4843",18,130,1
"4844",18,131,0
"4845",19,1,26
"4846",19,2,27
"4847",19,3,28
"4848",19,4,27
"4849",19,5,26
"4850",19,6,27
"4851",19,7,28
"4852",19,8,23
"4853",19,9,22
"4854",19,10,21
"4855",19,11,20
"4856",19,12,21
"4857",19,13,20
"4858",19,14,19
"4859",19,15,18
"4860",19,16,17
"4861",19,17,18
"4862",19,18,17
"4863",19,19,16
"4864",19,20,17
"4865",19,21,16
"4866",19,22,17
"4867",19,23,16
"4868",19,24,21
"4869",19,25,20
"4870",19,26,21
"4871",19,27,20
"4872",19,28,19
"4873",19,29,18
"4874",19,30,17
"4875",19,31,22
"4876",19,32,27
"4877",19,33,26
"4878",19,34,27
"4879",19,35,26
"4880",19,36,27
"4881",19,37,28
"4882",19,38,29
"4883",19,39,30
"4884",19,40,29
"4885",19,41,28
"4886",19,42,27
"4887",19,43,26
"4888",19,44,27
"4889",19,45,28
"4890",19,46,27
"4891",19,47,26
"4892",19,48,25
"4893",19,49,26
"4894",19,50,27
"4895",19,51,28
"4896",19,52,29
"4897",19,53,30
"4898",19,54,29
"4899",19,55,30
"4900",19,56,31
"4901",19,57,40
"4902",19,58,39
"4903",19,59,38
"4904",19,60,37
"4905",19,61,38
"4906",19,62,37
"4907",19,63,36
"4908",19,64,35
"4909",19,65,34
"4910",19,66,33
"4911",19,67,34
"4912",19,68,33
"4913",19,69,34
"4914",19,70,33
"4915",19,71,32
"4916",19,72,33
"4917",19,73,32
"4918",19,74,33
"4919",19,75,34
"4920",19,76,33
"4921",19,77,32
"4922",19,78,31
"4923",19,79,32
"4924",19,80,33
"4925",19,81,32
"4926",19,82,33
"4927",19,83,34
"4928",19,84,35
"4929",19,85,34
"4930",19,86,35
"4931",19,87,34
"4932",19,88,35
"4933",19,89,34
"4934",19,90,35
"4935",19,91,34
"4936",19,92,33
"4937",19,93,32
"4938",19,94,31
"4939",19,95,32
"4940",19,96,33
"4941",19,97,34
"4942",19,98,35
"4943",19,99,40
"4944",19,100,41
"4945",19,101,40
"4946",19,102,45
"4947",19,103,44
"4948",19,104,43
"4949",19,105,42
"4950",19,106,41
"4951",19,107,40
"4952",19,108,41
"4953",19,109,40
"4954",19,110,39
"4955",19,111,38
"4956",19,112,39
"4957",19,113,40
"4958",19,114,39
"4959",19,115,40
"4960",19,116,39
"4961",19,117,38
"4962",19,118,37
"4963",19,119,38
"4964",19,120,37
"4965",19,121,36
"4966",19,122,35
"4967",19,123,34
"4968",19,124,35
"4969",19,125,34
"4970",19,126,33
"4971",19,127,34
"4972",19,128,35
"4973",19,129,36
"4974",19,130,35
"4975",19,131,36
"4976",19,132,35
"4977",19,133,34
"4978",19,134,35
"4979",19,135,36
"4980",19,136,35
"4981",19,137,36
"4982",19,138,37
"4983",19,139,36
"4984",19,140,37
"4985",19,141,36
"4986",19,142,37
"4987",19,143,36
"4988",19,144,37
"4989",19,145,36
"4990",19,146,37
"4991",19,147,36
"4992",19,148,37
"4993",19,149,32
"4994",19,150,33
"4995",19,151,32
"4996",19,152,31
"4997",19,153,30
"4998",19,154,31
"4999",19,155,32
"5000",19,156,33
"5001",19,157,34
"5002",19,158,33
"5003",19,159,32
"5004",19,160,31
"5005",19,161,30
"5006",19,162,31
"5007",19,163,30
"5008",19,164,29
"5009",19,165,38
"5010",19,166,39
"5011",19,167,38
"5012",19,168,37
"5013",19,169,32
"5014",19,170,31
"5015",19,171,32
"5016",19,172,31
"5017",19,173,32
"5018",19,174,33
"5019",19,175,34
"5020",19,176,35
"5021",19,177,36
"5022",19,178,35
"5023",19,179,34
"5024",19,180,33
"5025",19,181,32
"5026",19,182,31
"5027",19,183,26
"5028",19,184,27
"5029",19,185,28
"5030",19,186,29
"5031",19,187,30
"5032",19,188,31
"5033",19,189,32
"5034",19,190,31
"5035",19,191,32
"5036",19,192,31
"5037",19,193,32
"5038",19,194,31
"5039",19,195,32
"5040",19,196,33
"5041",19,197,34
"5042",19,198,29
"5043",19,199,30
"5044",19,200,29
"5045",19,201,30
"5046",19,202,29
"5047",19,203,28
"5048",19,204,29
"5049",19,205,30
"5050",19,206,31
"5051",19,207,30
"5052",19,208,31
"5053",19,209,32
"5054",19,210,31
"5055",19,211,32
"5056",19,212,31
"5057",19,213,32
"5058",19,214,33
"5059",19,215,32
"5060",19,216,31
"5061",19,217,30
"5062",19,218,29
"5063",19,219,28
"5064",19,220,27
"5065",19,221,26
"5066",19,222,31
"5067",19,223,30
"5068",19,224,25
"5069",19,225,24
"5070",19,226,25
"5071",19,227,24
"5072",19,228,25
"5073",19,229,26
"5074",19,230,27
"5075",19,231,28
"5076",19,232,29
"5077",19,233,28
"5078",19,234,27
"5079",19,235,28
"5080",19,236,29
"5081",19,237,30
"5082",19,238,29
"5083",19,239,28
"5084",19,240,33
"5085",19,241,32
"5086",19,242,31
"5087",19,243,32
"5088",19,244,33
"5089",19,245,34
"5090",19,246,35
"5091",19,247,34
"5092",19,248,33
"5093",19,249,34
"5094",19,250,33
"5095",19,251,34
"5096",19,252,29
"5097",19,253,28
"5098",19,254,27
"5099",19,255,26
"5100",19,256,25
"5101",19,257,24
"5102",19,258,25
"5103",19,259,26
"5104",19,260,25
"5105",19,261,26
"5106",19,262,27
"5107",19,263,26
"5108",19,264,27
"5109",19,265,26
"5110",19,266,27
"5111",19,267,28
"5112",19,268,27
"5113",19,269,28
"5114",19,270,27
"5115",19,271,26
"5116",19,272,25
"5117",19,273,26
"5118",19,274,25
"5119",19,275,26
"5120",19,276,25
"5121",19,277,24
"5122",19,278,25
"5123",19,279,24
"5124",19,280,23
"5125",19,281,22
"5126",19,282,21
"5127",19,283,20
"5128",19,284,21
"5129",19,285,22
"5130",19,286,21
"5131",19,287,22
"5132",19,288,21
"5133",19,289,22
"5134",19,290,21
"5135",19,291,22
"5136",19,292,21
"5137",19,293,22
"5138",19,294,21
"5139",19,295,20
"5140",19,296,19
"5141",19,297,20
"5142",19,298,19
"5143",19,299,18
"5144",19,300,17
"5145",19,301,18
"5146",19,302,19
"5147",19,303,20
"5148",19,304,21
"5149",19,305,20
"5150",19,306,21
"5151",19,307,20
"5152",19,308,25
"5153",19,309,24
"5154",19,310,23
"5155",19,311,22
"5156",19,312,23
"5157",19,313,22
"5158",19,314,23
"5159",19,315,22
"5160",19,316,23
"5161",19,317,22
"5162",19,318,23
"5163",19,319,22
"5164",19,320,27
"5165",19,321,28
"5166",19,322,29
"5167",19,323,30
"5168",19,324,29
"5169",19,325,28
"5170",19,326,27
"5171",19,327,28
"5172",19,328,29
"5173",19,329,30
"5174",19,330,31
"5175",19,331,30
"5176",19,332,29
"5177",19,333,34
"5178",19,334,35
"5179",19,335,36
"5180",19,336,37
"5181",19,337,36
"5182",19,338,35
"5183",19,339,30
"5184",19,340,31
"5185",19,341,30
"5186",19,342,29
"5187",19,343,30
"5188",19,344,29
"5189",19,345,28
"5190",19,346,27
"5191",19,347,28
"5192",19,348,27
"5193",19,349,28
"5194",19,350,29
"5195",19,351,30
"5196",19,352,29
"5197",19,353,28
"5198",19,354,29
"5199",19,355,28
"5200",19,356,27
"5201",19,357,28
"5202",19,358,27
"5203",19,359,26
"5204",19,360,25
"5205",19,361,26
"5206",19,362,27
"5207",19,363,26
"5208",19,364,25
"5209",19,365,26
"5210",19,366,31
"5211",19,367,30
"5212",19,368,29
"5213",19,369,28
"5214",19,370,27
"5215",19,371,28
"5216",19,372,27
"5217",19,373,28
"5218",19,374,27
"5219",19,375,28
"5220",19,376,27
"5221",19,377,32
"5222",19,378,31
"5223",19,379,32
"5224",19,380,33
"5225",19,381,34
"5226",19,382,33
"5227",19,383,34
"5228",19,384,35
"5229",19,385,30
"5230",19,386,29
"5231",19,387,28
"5232",19,388,27
"5233",19,389,26
"5234",19,390,25
"5235",19,391,26
"5236",19,392,27
"5237",19,393,28
"5238",19,394,29
"5239",19,395,28
"5240",19,396,29
"5241",19,397,34
"5242",19,398,33
"5243",19,399,32
"5244",19,400,33
"5245",19,401,34
"5246",19,402,33
"5247",19,403,32
"5248",19,404,31
"5249",19,405,32
"5250",19,406,31
"5251",19,407,30
"5252",19,408,31
"5253",19,409,30
"5254",19,410,29
"5255",19,411,30
"5256",19,412,29
"5257",19,413,28
"5258",19,414,27
"5259",19,415,28
"5260",19,416,27
"5261",19,417,26
"5262",19,418,27
"5263",19,419,28
"5264",19,420,33
"5265",19,421,32
"5266",19,422,31
"5267",19,423,36
"5268",19,424,35
"5269",19,425,34
"5270",19,426,33
"5271",19,427,32
"5272",19,428,37
"5273",19,429,36
"5274",19,430,35
"5275",19,431,36
"5276",19,432,37
"5277",19,433,36
"5278",19,434,37
"5279",19,435,38
"5280",19,436,37
"5281",19,437,32
"5282",19,438,33
"5283",19,439,38
"5284",19,440,37
"5285",19,441,36
"5286",19,442,35
"5287",19,443,36
"5288",19,444,35
"5289",19,445,36
"5290",19,446,35
"5291",19,447,34
"5292",19,448,33
"5293",19,449,32
"5294",19,450,33
"5295",19,451,34
"5296",19,452,35
"5297",19,453,36
"5298",19,454,37
"5299",19,455,36
"5300",19,456,35
"5301",19,457,34
"5302",19,458,35
"5303",19,459,34
"5304",19,460,33
"5305",19,461,32
"5306",19,462,33
"5307",19,463,32
"5308",19,464,33
"5309",19,465,32
"5310",19,466,33
"5311",19,467,32
"5312",19,468,33
"5313",19,469,34
"5314",19,470,33
"5315",19,471,34
"5316",19,472,35
"5317",19,473,36
"5318",19,474,37
"5319",19,475,36
"5320",19,476,35
"5321",19,477,36
"5322",19,478,37
"5323",19,479,38
"5324",19,480,37
"5325",19,481,36
"5326",19,482,37
"5327",19,483,36
"5328",19,484,37
"5329",19,485,36
"5330",19,486,37
"5331",19,487,38
"5332",19,488,37
"5333",19,489,28
"5334",19,490,27
"5335",19,491,28
"5336",19,492,29
"5337",19,493,28
"5338",19,494,27
"5339",19,495,28
"5340",19,496,27
"5341",19,497,28
"5342",19,498,29
"5343",19,499,28
"5344",19,500,27
"5345",19,501,28
"5346",19,502,27
"5347",19,503,26
